呼吸科,肺炎为什么血象是正常的？,"岁问题描述:7月25日上班途中,不知原因口腔多次呵血,到医院看病,医生开了两张检查单,查血象是正常的,拍片说:肺有炎症.既然有炎症,血象应该高,为什么血象是正常的了?","你好,这种情况存在两种可能性,一是炎症比较轻微,还并没有引起全身的症状,没有从血液中反应出现,一是病情严重,血细胞无法反应."
呼吸科,刚出生二十天的宝宝怎么会得肺炎呢,无,病情分析：肺炎建议多住几天院，打针不彻底很快会复发，再打几天化化痰。指导意见：这么大的孩子是可以得肺炎的，建议听医生的，再打几天针，治彻底，要不复发率很高。
呼吸科,肺大泡能引起出血吗？咳血是怎么..,"肺大泡能引起出血吗?咳血是怎么回事?我患双侧肺大泡,一侧手术用过蜂胶,前几天咳血,近几天胸闷,有痛感,请问严重吗?能否危及生命?","我仔细的分析了您的病情,我们临床上来讲,一般单纯的肺大疱是很少出现咯血的,还是以破裂造成气胸,或者单纯肺大疱压迫肺组织压缩为主的表现.如果您确定是咳血,而不是来自于上呼吸道（咽喉以上的部位）,结合您的病史,那要考虑肺部感染或者是否合并有支气管扩张的情况.无论肺大疱也好,支气管扩张也好,除了本身肺发育的问题,都是由于反复的感染和炎性刺激,分泌物细支气管阻塞,从而导致肺泡或者细支气管弹性丧失而膨胀,进而加重感染,从而造成恶性循环.从您的描述来看,您的病情还是很严重的,当感染侵犯到支气管动脉,造成其出现破溃,造成气管内出血,就会表现出咳血的症状,如果不加处理,支气管内残留的血,也会成为细菌的温床,又反过来加重感染,对恢复造成麻烦.所以,建议您到三甲医院的呼吸内科就诊,做胸部CT,观看胸部病灶,并接受按照标准肺炎治疗方法,静脉使用喹诺酮类药物（如左旋氧氟沙星等即对肺部感染有效,对结核同样有效的药物）药物,静脉使用1周,口服1周;第二,可是服用沐舒坦等稀释痰液的药物,以及吉诺通等药物;第三,促进咳嗽排痰；第四,如果咳血量较多,使用止血药物.对于您这样的患者,如果CT发现病灶比较集中,建议还是手术治疗,切除出血病灶的同时切除残留肺大疱.不想手术或者由于以前的手术造成胸膜粘连无法手术的,可以做支气管动脉造影,栓塞异常出血动脉.以上为个人意见,衷心祝好!"
呼吸科,肺炎可以喝蜂蜜吗,肺炎可以喝蜂蜜吗,"病情分析：肺炎是可以喝蜂蜜的。指导意见：在蜂蜜的功效中，就有一条是治疗肺炎。润肺止咳蜂蜜有消炎、祛痰、止咳等功效。肺炎是比较严重的呼吸道感染性疾病，一般可考虑通过积极抗菌消炎治疗来改观症状,当然必要的对症治疗如祛痰止咳定喘等也是不容忽视的，常用的可选择安溴索、氨茶碱等。还可吃些肺宁口服液。"
呼吸科,肺炎一直咳嗽怎么办啊？,无,"你好：（一）葡萄球菌肺炎葡萄球菌肺炎的致病菌包括金黄色葡萄球菌和白色葡萄球菌.冬,春季发病较多,新生儿及婴幼儿常见细菌由呼吸道入侵或经血行播散入肺.主要病理是化脓性渗出或脓肿形成,很快多发性脓肿,肺内合并症多.多起病急"
呼吸科,肺炎能吃冬虫夏草吗?,"问题描述:患肺炎已有10天时间,目前仍在治疗中,想知道吃虫草对治疗有帮助吗","你好这位朋友,冬虫夏草是一种传统的名贵滋补中药材,与天然人参,鹿茸并列为三大滋补品.它药性温和,一年四季均可食用,老,少,病,弱,虚者皆宜,比其他种类的滋补品有更广泛的药用价值.可以吃但不可以太多"
呼吸科,肺炎可以吃螃蟹吗,肺炎可以吃螃蟹吗,病情分析：你好，肺炎是可以吃螃蟹的，对肺炎的治疗没有影响的，但是不要吃辛辣或是太咸的螃蟹。指导意见：建议，肺炎最好及时的治疗，以免造成慢性炎症，多饮水稀释痰液，严重时最好输液治疗，或是口服黄龙止咳颗粒加阿莫西林观察。
呼吸科,肺炎输液的同时是不是应该多锻炼身体啊？,"如骑自行车，散步等
我发烧引起肺炎都输液2周了，还有阴影，还得打3天","病情分析：你好.肺炎是比较严重的呼吸道感染性疾病.指导意见：一般可考虑通过积极抗菌消炎治疗来改观症状,可以服用阿奇霉素或者头孢克洛胶囊治疗.严重时静脉输液使用抗生素治疗.痰液粘稠可以服用沐舒坦或者复方甘草口服溶液治疗.多喝白开水.或者配合雾化吸入治疗.祝早日康复."
呼吸科,小孩得了肺炎不能吃什么？,我小侄子最近一段时间老是咳嗽，吃药也不见好，去医院检查说是肺炎，现在已经在吃药，那他需不需要忌口呢，有没有什么是不能吃的呢。,你好，饮食方面没有特别的要求，但应禁烟禁酒，忌辛辣燥热的食物。多吃润肺，滋阴的水果可帮助病情恢复，如梨子，荸荠等。
呼吸科,肺炎吃什么好得快,邻居家的孩子这次病得好厉害，总是不断的咳嗽，去了好多的医院打针都没起到作用，告诉我说是得了肺炎，请问要吃什么药才好得快呢,治疗支原体感染，应选用能抑制蛋白质合成的抗生素，包括大环内脂尖、四环素类、氯霉素类等。此外，尚有林可霉素、氯林可霉素、万古霉素及磺胺类如SMZxo等可供选用。临床上常用的是大环内脂类抗生素居多，其中以红霉素与阿奇霉素居多
