内科,宝宝3岁鼻塞好几天了，吃点什么好得快呢？,无,感冒导致鼻塞的症状建议口服扑尔敏，维生素C的方法治疗。建议均衡营养多吃新鲜蔬菜水果多喝水忌辛辣食物注意休息保，补充多种维生素增强抵抗力早康复。
内科,孩子感冒发烧咳嗽，吃什么感冒药好的快啊？,无,病毒造成的上呼吸道感染，需要及时治疗。如果是细菌感染会发高烧，你可以用点抗病毒的药物，比如用好娃娃感冒颗粒，新博林，苦甘冲剂和清开灵颗粒来治疗就可以了。如果咳嗽的严重加点小儿克咳糖浆。增加孩子抵抗力的药物可以用玉屏风颗粒来预防，也可以用中药贴服的方法。
内科,十六个月的小孩感冒期间可以喝鱼腥草煲汤吗,无,你好，如果宝宝刚刚感冒初起，流稀鼻涕，偏于风寒感冒，吃小儿速效伤风冲剂或者小儿感冒清热颗粒更对症一些，多喝水，多休息是最好的治疗方法，小孩感冒期间可以喝鱼腥草煲汤。
耳鼻喉科,4个月宝宝感冒鼻塞怎么办？,无,根据你说的症状主要是病毒引起感冒鼻塞表现，治疗应该抗病毒，可以服用利巴韦林，小儿氨黄那敏颗粒等药物治疗，多喝水看看。
营养保健科,金世力德匹多莫德颗粒婴儿能吃吗,无,匹多莫德颗粒，是可以给七个月的婴儿吃的！如果宝宝易感冒，是可以做流感疫苗做对症肌注预防，注意宝宝维生素AD的补充，和三精钙做对症治疗！适当添加辅食就可以 。
外科,4岁感冒发烧38.5 需要吊水吗  怎么治疗,昨天夜里发热38.5.,根据你说的情况主要是病毒引起感冒表现，治疗应该抗病毒，先服用药物治疗，如果还是不佳再考虑手术治疗，多喝水。保持心情舒畅。
内科,宝宝打完预防针的第二天就感冒了，怎么办,无,你好，注射疫苗后主要是避免使用免疫抑制剂类的药物，其它药物对疫苗不会有什么影响，所以建议给孩子口服些小儿感冒药，如小儿氨氛黄那敏颗粒，注意多给孩子喝水，如果是孩子的症状没有得到缓解，需要及时去医院检查治疗，
营养保健科,2个半月宝宝小儿氨酚黄那敏颗粒可以吃吗？,无,你好，考虑为感冒的可能，通常有咳嗽、咳痰、发烧的情况，所测量的体温不需加0.5度，超过37度就是发烧，可以采用小儿氨酚黄那敏颗粒治疗，多喝开水，注意保暖很重要，必要时可以采用输液进行治疗的。
营养保健科,小儿止泻灵颗粒能吃吗,无,"你好 这种首先要考虑化验大便,明确诊断是小儿消化不良还是肠炎或感冒导致的肠功能紊乱.如果是消化不良建议口服思密达和妈咪爱,再配合丁桂儿脐贴贴肚脐治疗；暂停添加.或减少添加辅食和不消化的食物 .好转后再循序渐进恢复. 必要时去医院儿科输液治疗.延长喂奶的间隔时间..多喂水.如果是肠炎导致的,建议您选择氨苄输液抗炎治疗.以免导致孩子脱水有发烧的可以选择口服布洛芬混悬液退烧治疗,希望对您有所帮助,祝宝宝早日痊愈"
前些日子感冒几天之后突然伴有咳嗽症状，由于当时宝宝消化不好，吃了助消化的药，但没见好转，而且大便中带水，一天会拉很多，宝宝明显消瘦，去看医生，说是脱水，打了三天的吊瓶，有了好转，当时宝宝不怎么咳嗽，也没做什么治疗，现在严重了","您好，孩子咳嗽半个月了，现在有咳嗽的现象，要注意后背保暖的，给孩子可以服用小儿清肺化痰止咳颗粒治疗的。
神经内科,6岁男孩，最近头晕，无贫血，不发烧，怎样治疗,在医院测量体温，化验血，血像高，打针，主要是消炎。,你好，原因可能是以下几点：1、可能是病毒性感冒正处在进行期，这些症状是由于感冒导致的，只要坚持及时有效的治疗就可以了。2、治疗药物的副作用，更改一下药物就会缓解。3、在打点滴的时候，速度过快了，调慢点滴的速度。祝早日恢复。
耳鼻喉科,10岁儿童经常感冒发烧，扁桃体红肿还伴有咳嗽,患者男，10岁，身体状况不太好，免疫力不强，只要感冒扁桃体就发炎，又发烧，还伴有干咳，闻到刺激性气味咳嗽加重,你好根据你的描述属于身体虚弱和慢性感染有关，可以抗生素治疗，清热解毒治疗，清淡饮食多饮水戒辛辣油腻烟酒，避免不良刺激。
内科,小儿感冒咳嗽,近期几天小儿咳嗽感冒还流鼻涕，而且鼻涕很粘，一咳嗽就吐,你好，考虑为感冒的可能，通常有咳嗽、咳痰、发烧的情况，所测量的体温不需加0.5度，超过37度就是发烧，可以采用小儿氨酚黄那敏颗粒治疗，多喝开水，注意保暖很重要，必要时可以采用输液进行治疗的。
耳鼻喉科,十一岁小孩声音嘶哑快近一个月了，怎么回事,无,您好，孩子的这种情况与感冒有一定的关系，可能是感冒引起来的气管炎或者是咽喉炎等病变，建议您最好带着孩子去检查一下比较好，也可以吃点中药调理一下。可以将蝉蜕泡水喝，这个有助于改善声音嘶哑的情况。
内科,宝宝气管炎什么症状,无,气管炎主要以咳嗽，喘息为主要症状；孩子气管炎一般是感冒咳嗽长期不愈导致的，所以以后应该注意爱护，减少感冒的机会，避免气管炎的发作。
内科,3岁小孩感冒咳嗽吃什么药好？,无,可以口服止咳化痰药物，如甘草合剂，氨溴索等。如有感染，口服红霉素等抗生素，以及口服气管等扩张的药物，如氨茶碱
内科,宝宝大便呈鼻涕状是怎么回事？,无,孩子大便呈鼻涕状，应考虑存在肠炎，这鼻涕状的东西，很可能是肠粘膜受损后脱落所致。有可能是感冒的全身症状之一
营养保健科,新生儿一个月后打疫苗要注意些什么？,无,你好，婴儿打疫苗的话要注意孩子是否有发烧、感冒等症状，发烧时一定要推迟打疫苗。打疫苗后家长不要马上离开预防接种室，一般观察半小时后才能离开，以防小孩出现不良反应。
内科,宝宝九个月流鼻涕还流眼泪，怎么办？,无,可能是感冒，口服药物不见效的，建议输液治疗为好。在当地医生指导下使用。有痰的加上鲜竹沥口服试试。如果发烧还需要适当加上额外的退烧药物。
内科,小儿感冒流鼻涕用祖卡木颗粒，可以吗,无,小孩感冒服用祖卡木颗粒是可以的，也可以服用护彤、小快克等改善流涕症状，同时可以配合利巴韦林颗粒、复方鱼腥草颗粒等抗病毒药物。注意多喝水及保暖。
内科,孩子只流鼻涕，这算是感冒吗？,无,根据你说的症状考虑是属于病毒引起感冒表现，治疗应该抗病毒，可以服用小儿氨黄那敏颗粒，利巴韦林，多喝水，饮食以清淡为主。
外科,新生儿室温应保持在多少度,无,一般22到25度比较好，室内外温差不要太大，否则孩子容易感冒的，平时多注意通风，不用直吹宝宝，如果你家是双层玻璃，可以采用侧开窗的形式。
内科,宝宝感冒期能不能吃鱼肝油？,无,在感冒期间是不能使用的。同时要均衡营养多吃新鲜蔬菜水果多喝水忌辛辣食物，补充多种维生素增强抵抗力早康复。
内科,六个多月的宝宝感冒只流清鼻涕吃什么药？,无,孩子的症状就是轻微的感冒引起的症状，建议及时的口服扑尔敏，维生素C治疗。同时要均衡营养多吃新鲜蔬菜水果多喝水忌辛辣食物，补充多种维生素增强抵抗力早康复。
营养保健科,十个月的宝宝怎么提高抵抗力？,无,你好，孩子吃牛初乳，是可以增强抵抗力的！是可以预防感冒的！意见建议：建议你，可以做，注意营养的补充和注意补钙做对症治疗，可以做口服牛初乳，或者是三精钙做对症治疗。
内科,宝宝经常打喷涕是怎么回事？,无,应该是孩子有些感冒的，偶尔的是不要紧的，检查一下孩子鼻腔看是否有鼻屎。要给孩子清洁一下的，再一个室内要常通通风的，给孩子多喝点水吧。
内科,宝宝六个月感冒咳嗽可以吃要吗，喝姜水有问题吗,无,宝宝感冒咳嗽肯定是要吃药的，姜水只是辅助治疗的作用，可以给宝宝多喝水，适当用消炎药。建议可以给宝宝吃点阿奇酶素，注意给宝宝清淡饮食，加强保暖，如果温度过高要及时用退烧药。
内科,宝宝感冒好了以后，有点拉肚子怎么办,无,宝宝腹泻引起的症状就是有病毒感染后引起的症状，发热腹泻腹痛等症状主要是减少脱水的出现的，建议及时的对症治疗口服补液盐的方法治疗。
内科,宝宝感冒刚好可以打疫苗吗？,无,不能打，本来疫苗都是一些活病毒，宝宝感冒本来身体抵抗力差，再打疫苗有可能会加重病情的，只要宝宝有任何不舒服的话都不能打疫苗，可以往后推的！
内科,孩子感冒后半夜咳嗽怎么办？,无,您好，孩子感冒咳嗽的现象，要给孩子多喝水的，需要给孩子服用点感冒的药物治疗的指导意见：可以给孩子用点头孢消炎治疗的，再一个也要用点小儿感冒颗粒和小儿桔梗止咳糖浆治疗的。
内科,宝宝感冒咳嗽流鼻涕吃什么药好的快呢？,无,你好，根据你的咨询考虑还是感冒引起的症状。需要检查是不是有呼吸道感染。需要对症治疗，一般情况下服用药物护彤颗粒或者小快克。另外服用头孢菌素抗生素和鲜竹沥口服液。需要多喝白开水。这个不需要担心。
营养保健科,九个月大的宝宝体温反复怎么办？,无,宝宝可能是发烧感冒的表现的，可以给宝宝多喝水，适当用消炎药。建议可以给宝宝吃点阿奇酶素，注意给宝宝清淡饮食，加强保暖，如果温度过高要及时用退烧药。
外科,小孩3岁晚上睡觉总是说肚子痛应该吃什么药,无,"您好，小儿腹痛这个原因很多,常见的有感冒,肠炎消化不良寄生虫感染等,建议你到医院检查清楚.尤其是是否是有肠系膜淋巴结肿大发炎的可能和胃炎的可能.注意防止感冒和注意避免吃生冷食物和辛辣食物,急性期抗炎治疗和适当使用解痉的药物.另外加上藿香冲剂试试."
